001_0000000000011111000.bnet,321,1,0,1,0,1
001_0000001000011000011.bnet,321,1,0,1,0,1
001_0000001000110110001.bnet,321,1,0,1,0,1
001_0000010011101011100.bnet,321,1,0,1,0,1
001_0000010111001000001.bnet,321,1,0,1,0,1
001_0000010000000111100.bnet,321,1,0,1,0,1
001_0001001001001010110.bnet,321,1,0,1,0,1
001_0000101011110010000.bnet,321,1,0,1,0,1
001_0001000111010111110.bnet,321,1,0,1,0,1
001_0000011011101101000.bnet,321,1,0,1,0,1
001_0000111000010110001.bnet,321,1,0,1,0,1
001_0000110010100101110.bnet,321,1,0,1,0,1
001_0001011110110011000.bnet,321,1,0,1,0,1
001_0001110001001011011.bnet,321,1,0,1,0,1
001_0001111100100010001.bnet,321,1,0,1,0,1
001_0001110101110101101.bnet,321,1,0,1,0,1
001_0010001101011100101.bnet,321,1,0,1,0,1
001_0001111111001001111.bnet,321,1,0,1,0,1
001_0010011100110100001.bnet,321,1,0,1,0,1
001_0010101001011110101.bnet,321,1,0,1,0,1
001_0010101011010010000.bnet,321,1,0,1,0,1
001_0010110111110011101.bnet,321,1,0,1,0,1
001_0010101001000010111.bnet,321,1,0,1,0,1
001_0010110110010011111.bnet,321,1,0,1,0,1
001_0011001001000111011.bnet,321,1,0,1,0,1
001_0011010101101011001.bnet,321,1,0,1,0,1
001_0011100000111001101.bnet,321,1,0,1,0,1
001_0011010001110000001.bnet,321,1,0,1,0,1
001_0011011000000011010.bnet,321,1,0,1,0,1
001_0011101111110110000.bnet,321,1,0,1,0,1
001_0011101100111101101.bnet,321,1,0,1,0,1
001_0100000100101110101.bnet,321,1,0,1,0,1
001_0100100001001000100.bnet,321,1,0,1,0,1
001_0100101011100111101.bnet,321,1,0,1,0,1
001_0100010000010010011.bnet,321,1,0,1,0,1
001_0100001101010100010.bnet,321,1,0,1,0,1
001_0100101101000110111.bnet,321,1,0,1,0,1
001_0101001111000110010.bnet,321,1,0,1,0,1
001_0101000001110111001.bnet,321,1,0,1,0,1
001_0101010000111100110.bnet,321,1,0,1,0,1
001_0110000000100010000.bnet,321,1,0,1,0,1
001_0110000110001110111.bnet,321,1,0,1,0,1
001_0101011101011000111.bnet,321,1,0,1,0,1
001_0101010111010011000.bnet,321,1,0,1,0,1
001_0110001010111001111.bnet,321,1,0,1,0,1
001_0110011001100001101.bnet,321,1,0,1,0,1
001_0110010000110001110.bnet,321,1,0,1,0,1
001_0110101010111011111.bnet,321,1,0,1,0,1
001_0110011101111000001.bnet,321,1,0,1,0,1
001_0110100010100111100.bnet,321,1,0,1,0,1
001_0110110001010011101.bnet,321,1,0,1,0,1
001_0111100000001001110.bnet,321,1,0,1,0,1
001_0111001110101111111.bnet,321,1,0,1,0,1
001_0111001010010101110.bnet,321,1,0,1,0,1
001_0110111011101010000.bnet,321,1,0,1,0,1
001_0111101111001000111.bnet,321,1,0,1,0,1
001_0111111101101101111.bnet,321,1,0,1,0,1
001_0111110101110011000.bnet,321,1,0,1,0,1
001_0111101111000110011.bnet,321,1,0,1,0,1
001_1000001000111101101.bnet,321,1,0,1,0,1
001_1000001000100100001.bnet,321,1,0,1,0,1
001_1000000001011101000.bnet,321,1,0,1,0,1
001_1000000000000001000.bnet,321,1,0,1,0,1
001_1000100000000111101.bnet,321,1,0,1,0,1
001_1000001101100100011.bnet,321,1,0,1,0,1
001_1000100000100010111.bnet,321,1,0,1,0,1
001_1000011000011110000.bnet,321,1,0,1,0,1
001_1000101101110101010.bnet,321,1,0,1,0,1
001_1000100011111100000.bnet,321,1,0,1,0,1
001_1000110001001011001.bnet,321,1,0,1,0,1
001_1000110111100001110.bnet,321,1,0,1,0,1
001_1001000101111101001.bnet,321,1,0,1,0,1
001_1001001010010000101.bnet,321,1,0,1,0,1
001_1000111001010000001.bnet,321,1,0,1,0,1
001_1001010101111110100.bnet,321,1,0,1,0,1
001_1010000010001111011.bnet,321,1,0,1,0,1
001_1001011001011111001.bnet,321,1,0,1,0,1
001_1001111011100010101.bnet,321,1,0,1,0,1
